Mean,Count,Service Time
13.95,1,0.9023380279541016
13.95,2,0.05989885330200195
13.95,3,0.07724690437316895
13.95,4,0.11613106727600098
13.95,5,0.1992790699005127
13.95,6,0.03282785415649414
13.95,7,0.03753399848937988
13.95,8,0.021345138549804688
13.95,9,0.005160808563232422
13.95,10,0.039160966873168945
13.95,11,0.009857892990112305
13.95,12,0.03345799446105957
13.95,13,0.16955184936523438
13.95,14,0.008052825927734375
13.95,15,0.034104108810424805
13.95,16,0.030840158462524414
13.95,17,0.028908967971801758
13.95,18,0.06715106964111328
13.95,19,0.019001007080078125
13.95,20,0.003180980682373047
13.95,21,0.031042098999023438
13.95,22,0.02692699432373047
13.95,23,0.04186701774597168
13.95,24,0.03774094581604004
13.95,25,0.004956960678100586
13.95,26,0.04399299621582031
13.95,27,0.07163500785827637
13.95,28,0.009765148162841797
13.95,29,0.03523707389831543
13.95,30,0.0296478271484375
13.95,31,0.045005083084106445
13.95,32,0.02692890167236328
13.95,33,0.006190061569213867
13.95,34,0.02556610107421875
13.95,35,0.07924509048461914
13.95,36,0.07428908348083496
13.95,37,0.026551008224487305
13.95,38,0.003876924514770508
13.95,39,0.05371499061584473
13.95,40,0.04573798179626465
13.95,41,0.016949176788330078
13.95,42,0.008954048156738281
13.95,43,0.0021228790283203125
13.95,44,0.00804901123046875
13.95,45,0.0847020149230957
13.95,46,0.0027098655700683594
13.95,47,0.04402279853820801
13.95,48,0.0791940689086914
13.95,49,0.05585002899169922
13.95,50,0.011961936950683594
13.95,51,0.05214095115661621
13.95,52,0.10301804542541504
13.95,53,0.00267791748046875
13.95,54,0.05502200126647949
13.95,55,0.052648067474365234
13.95,56,0.020847082138061523
13.95,57,0.13234996795654297
13.95,58,0.10674905776977539
13.95,59,0.09306597709655762
13.95,60,0.003934144973754883
13.95,61,0.0024340152740478516
13.95,62,0.05187392234802246
13.95,63,0.024543046951293945
13.95,64,0.03594207763671875
13.95,65,0.04335284233093262
13.95,66,0.009557008743286133
13.95,67,0.06842803955078125
13.95,68,0.01526784896850586
13.95,69,0.010963916778564453
13.95,70,0.02827310562133789
13.95,71,0.03474783897399902
13.95,72,0.02085113525390625
13.95,73,0.07255697250366211
13.95,74,0.0022890567779541016
13.95,75,0.03589010238647461
13.95,76,0.029026031494140625
13.95,77,0.0034759044647216797
13.95,78,0.038197994232177734
13.95,79,0.03370499610900879
13.95,80,0.08315396308898926
13.95,81,0.005115985870361328
13.95,82,0.016163110733032227
13.95,83,0.030299901962280273
13.95,84,0.08951091766357422
13.95,85,0.023861169815063477
13.95,86,0.1697700023651123
13.95,87,0.09985995292663574
13.95,88,0.0025730133056640625
13.95,89,0.08154606819152832
13.95,90,0.04484105110168457
13.95,91,0.021769046783447266
13.95,92,0.024371862411499023
13.95,93,0.050431013107299805
13.95,94,0.005357027053833008
13.95,95,0.024860143661499023
13.95,96,0.006648063659667969
13.95,97,0.1562638282775879
13.95,98,0.061131954193115234
13.95,99,0.04528093338012695
13.95,100,0.03107595443725586
13.95,101,0.007709980010986328
13.95,102,0.018141984939575195
13.95,103,0.008227825164794922
13.95,104,0.038162946701049805
13.95,105,0.0802760124206543
13.95,106,0.05765700340270996
13.95,107,0.0678408145904541
13.95,108,0.06608891487121582
13.95,109,0.013306856155395508
13.95,110,0.054670095443725586
13.95,111,0.02657604217529297
13.95,112,0.14227890968322754
13.95,113,0.03315615653991699
13.95,114,0.03840923309326172
13.95,115,0.031019926071166992
13.95,116,0.07652401924133301
13.95,117,0.028299808502197266
13.95,118,0.008587837219238281
13.95,119,0.03275108337402344
13.95,120,0.022843122482299805
13.95,121,0.023728132247924805
13.95,122,0.06406998634338379
13.95,123,0.002755880355834961
13.95,124,0.030621051788330078
13.95,125,0.03128814697265625
13.95,126,0.01523900032043457
13.95,127,0.011657953262329102
13.95,128,0.03531193733215332
13.95,129,0.03465390205383301
13.95,130,0.028970956802368164
13.95,131,0.05624794960021973
13.95,132,0.049445152282714844
13.95,133,0.05953621864318848
13.95,134,0.15521693229675293
13.95,135,0.011862993240356445
13.95,136,0.021958112716674805
13.95,137,0.04330110549926758
13.95,138,0.028442859649658203
13.95,139,0.02757096290588379
13.95,140,0.023955821990966797
13.95,141,0.0457148551940918
13.95,142,0.08010292053222656
13.95,143,0.031533002853393555
13.95,144,0.04958796501159668
13.95,145,0.09208297729492188
13.95,146,0.1408979892730713
13.95,147,0.13556694984436035
13.95,148,0.04944920539855957
